Country Name,City Name,Overall AQI,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Volatile_Organic_Compounds ,Sulfur_Dioxide,Emissions,Overall AQI Level
United States of America,Bennington,35,1,Good,,Good,4,,35,Good,80.25600227,15.02185652,Good,Good
India,Malihabad,199,4,Good,179,Unhealthy,1,GO,199,Unhealthy,504.8531717,-0.207757503,Unhealthy,Unhealthy
Indonesia,Buaran,152,5,Good,27,Good,9,GO,152,Unhealthy,383.3351442,17.4058201,Good,Unhealthy
Germany,Bobenheim Roxheim,34,1,Good,34,Good,1,GO,29,Good,76.882358,-0.006636742,Good,Good
Cameroon,Tiko,110,1001.368367,Good,10,Good,2,,110,Unhealthy for Sensitive Groups,293.6337651,1.443259298,Good,Unhealthy for Sensitive Groups
United States of America,Oregon,42,1,Good,,Good,6,GO,33,Good,69.71412416,7.546384024,Good,Good
Russian Federation,Kulebaki,48,1,Good,33,Good,1,GO,48,Good,117.2218331,7.014656662,Good,Good
Colombia,San Jose Del Guaviare,27,1,Good,7,Good,0,GO,27,Good,62.20628492,9.237274162,Good,Good
Israel,Or Yehuda,117,2,Good,42,Good,9,GO,117,Unhealthy for Sensitive Groups,285.6694382,13.21933422,Good,Unhealthy for Sensitive Groups
Finland,Nivala,33,1,Good,33,Good,0,GO,2,Good,23.83057399,0.659027266,Good,Good
Mexico,Puerto Penasco,75,1,Good,30,Good,0,GO,75,Moderate,202.7139768,3.711454365,Good,Moderate
India,Khunti,185,2,Good,70,Moderate,0,GO,185,Unhealthy,476.8920285,4.778143017,Moderate,Unhealthy
Brazil,Aracoiaba Da Serra,78,2,Good,25,Good,2,GO,78,Moderate,185.9686159,9.606783168,Good,Moderate
United States of America,Yorba Linda,99,3,Good,10,Good,30,GO,99,Moderate,257.929852,57.69579281,Good,Moderate
Canada,Cobourg,30,1,Good,30,Good,2,GO,26,Good,80.94179548,6.533587804,Good,Good
Portugal,Santarem,29,1,Good,29,Good,3,GO,24,Good,68.00586925,-1.986928839,Good,Good
China,Puli,148,2,Good,,Unhealthy for Sensitive Groups,5,GO,100,Unhealthy for Sensitive Groups,245.9349222,7.215295442,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Iran (Islamic Republic of),Agha Jari,109,1,Good,105,Unhealthy for Sensitive Groups,0,GO,109,Unhealthy for Sensitive Groups,277.5942636,5.168190825,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
France,Oignies,49,1,Good,38,Good,1,GO,49,Good,116.8356652,-1.392173357,Good,Good
Mauritania,Bababe,224,1,Good,24,Good,0,GO,224,Very Unhealthy,558.3185081,0.203544545,Good,Very Unhealthy
Guatemala,Sanarate,65,2,Good,19,Good,3,GO,65,Moderate,182.7833156,15.8062407,Good,Moderate
Poland,Zabrze,113,2,Good,22,Good,12,GO,113,Unhealthy for Sensitive Groups,269.7202447,28.83082157,Good,Unhealthy for Sensitive Groups
Canada,Fredericton,35,1,Good,35,Good,1,GO,27,Good,74.51047664,9.449691266,Good,Good
India,Mailani,500,2,Good,116,Unhealthy for Sensitive Groups,1,GO,471,Hazardous,1189.531563,9.161372146,Unhealthy for Sensitive Groups,Hazardous
Indonesia,Bumiayu,73,1,Good,37,Good,1,GO,73,Moderate,184.6684812,-6.141304612,Good,Moderate
Philippines,Dalipuga,61,1,Good,17,Good,3,GO,61,Moderate,156.7176934,1.681076231,Good,Moderate
China,Kaili,98,3,Good,98,Moderate,1,GO,87,Moderate,227.3186606,4.820797801,Moderate,Moderate
Syrian Arab Republic,Abu Kamal,150,1,Good,47,Good,0,GO,150,Unhealthy,389.3431174,10.49335653,Good,Unhealthy
India,Phalodi,500,0,Good,34,Good,0,GO,467,Hazardous,1186.515986,2.274759468,Good,Hazardous
Côte d'Ivoire,Toumodi,72,2,Good,12,Good,0,,72,Moderate,192.932625,-7.389328032,Good,Moderate
China,Jiupu,98,4,Good,31,Good,11,GO,98,Moderate,239.9198678,29.09944416,Good,Moderate
Czechia,Kralupy Nad Vltavou,52,1,Good,24,Good,5,GO,52,Moderate,133.3457595,17.90946938,Good,Moderate
Mozambique,Xai Xai,39,1,Good,,Good,0,GO,39,Good,112.1526438,5.629062945,Good,Good
India,Bah,176,5,Good,41,Good,10,GO,176,Unhealthy,439.6941964,19.8686276,Good,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Stockton On Tees,40,1,Good,38,Good,0,GO,40,Good,89.2772422,9.867375588,Good,Good
United States of America,Cedar Park,50,1,Good,16,Good,3,,50,Good,136.1403626,9.822951138,Good,Good
Netherlands,Bergschenhoek,38,1,Good,38,Good,1,GO,32,Good,79.49466032,-0.005567345,Good,Good
China,Tangping,57,1,Good,30,Good,2,GO,57,Moderate,133.0808964,7.186374701,Good,Moderate
Brazil,Pimenta Bueno,41,1,Good,1,Good,1,GO,41,Good,103.2342875,-3.716696986,Good,Good
United States of America,Clarksburg,42,1,Good,40,Good,2,GO,42,Good,106.3297216,7.11950901,Good,Good
Romania,Moinesti,62,1,Good,42,Good,0,GO,62,Moderate,154.1358485,4.383888457,Good,Moderate
Pakistan,Mitha Tiwana,157,2,Good,106,Unhealthy for Sensitive Groups,0,GO,157,Unhealthy,388.2120792,0.013507942,Unhealthy for Sensitive Groups,Unhealthy
Indonesia,Kroya,64,1,Good,40,Good,1,GO,64,Moderate,167.1679128,8.73540833,Good,Moderate
Republic of North Macedonia,Gostivar,52,1,Good,41,Good,0,GO,52,Moderate,137.9315723,-0.932597963,Good,Moderate
China,Toucheng,62,1,Good,46,Good,2,GO,62,Moderate,153.5415101,5.580769253,Good,Moderate
Italy,Campagna,49,1,Good,45,Good,1,GO,49,Good,126.8522774,5.729954055,Good,Good
Belgium,Kuurne,38,1,Good,23,Good,3,GO,38,Good,99.10264306,9.945697378,Good,Good
Germany,Bad Berleburg,53,1,Good,34,Good,2,,53,Moderate,137.9079822,8.967081137,Good,Moderate
Russian Federation,Yegorlykskaya,39,1,Good,39,Good,0,,21,Good,51.88662004,6.94655716,Good,Good
Colombia,Calarca,125,4,Good,0,Good,4,GO,125,Unhealthy for Sensitive Groups,320.3114325,8.87932009,Good,Unhealthy for Sensitive Groups
India,Sultanpur,181,2,Good,136,Unhealthy for Sensitive Groups,1,GO,181,Unhealthy,468.4742269,0.979776929,Unhealthy for Sensitive Groups,Unhealthy
India,Chaklasi,159,3,Good,19,Good,10,GO,159,Unhealthy,413.3598212,23.51727272,Good,Unhealthy
Slovakia,Skalica,63,1,Good,31,Good,2,GO,63,Moderate,168.7157189,11.03659189,Good,Moderate
United States of America,Turlock,46,1,Good,28,Good,5,GO,46,Good,113.8525938,7.579935047,Good,Good
Portugal,Margaride,38,0,Good,38,Good,0,GO,15,Good,32.35520273,0.65925658,Good,Good
Greece,Melissia,59,2,Good,35,Good,11,,59,Moderate,144.1225833,16.08930498,Good,Moderate
United States of America,West Freehold,46,1,Good,22,Good,13,GO,46,Good,111.9586231,22.10032128,Good,Good
France,Cambrai,54,1,Good,42,Good,1,GO,54,Moderate,142.5597715,0.054604007,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Ossett,59,1,Good,12,Good,10,GO,59,Moderate,154.2392351,21.69977226,Good,Moderate
India,Sherghati,151,3,Good,133,Unhealthy for Sensitive Groups,0,GO,151,Unhealthy,384.7526972,11.48677047,Unhealthy for Sensitive Groups,Unhealthy
United States of America,Waipahu,31,0,Good,25,Good,1,GO,31,Good,86.03976885,4.480406743,Good,Good
United States of America,Tyler,48,1,Good,23,Good,3,,48,Good,128.8602462,0.956657081,Good,Good
Germany,Ruthen,54,1,Good,43,Good,0,GO,54,Moderate,139.3187657,2.864186634,Good,Moderate
United States of America,Meriden,56,1,Good,46,Good,4,GO,56,Moderate,152.3967547,8.449727964,Good,Moderate
United States of America,North Providence,67,2,Good,20,Good,16,GO,67,Moderate,166.6550657,33.62666666,Good,Moderate
Russian Federation,Razumnoye,53,1,Good,31,Good,2,GO,53,Moderate,121.488188,9.355144158,Good,Moderate
Russian Federation,Kamyshin,35,1,Good,30,Good,0,GO,35,Good,87.52969309,5.056717145,Good,Good
Iran (Islamic Republic of),Fereydun Kenar,151,2,Good,38,Good,2,GO,151,Unhealthy,386.361665,2.719930116,Good,Unhealthy
Uzbekistan,Tuytepa,97,1,Good,68,Moderate,2,GO,97,Moderate,241.8474126,4.350073077,Moderate,Moderate
Netherlands,Boxtel,30,0,Good,30,Good,2,GO,26,Good,48.17898706,9.801826905,Good,Good
Brazil,Jaguaribe,33,0,Good,18,Good,0,GO,33,Good,64.50544476,-4.416310868,Good,Good
Nepal,Khandbari,34,1,Good,32,Good,0,GO,34,Good,82.3864473,-0.722385459,Good,Good
Bangladesh,Jhikargachha,100,2,Good,25,Good,7,,100,Unhealthy for Sensitive Groups,267.7887376,16.17454321,Good,Unhealthy for Sensitive Groups
India,Dinanagar,132,2,Good,132,Unhealthy for Sensitive Groups,1,GO,101,Unhealthy for Sensitive Groups,261.0275023,6.187898357,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
France,Vitry Le Francois,28,1,Good,26,Good,1,GO,28,Good,95.4207604,2.697953084,Good,Good
Democratic Republic of the Congo,Bimbo,62,3,Good,16,Good,0,,62,Moderate,154.1074627,2.105438178,Good,Moderate
Russian Federation,Giaginskaya,52,1,Good,52,Moderate,1,GO,21,Good,52.50128965,6.938630266,Moderate,Moderate
China,Donghai,159,3,Good,159,Unhealthy,1,GO,79,Moderate,223.9514913,5.769760045,Unhealthy,Unhealthy
India,Chandia,154,1,Good,,Good,0,GO,154,Unhealthy,386.5434634,7.635925377,Good,Unhealthy
United States of America,Pickerington,52,1,Good,48,Good,3,GO,52,Moderate,128.1184965,14.46034715,Good,Moderate
Romania,Dolhasca,58,1,Good,46,Good,0,GO,58,Moderate,151.363113,4.961226083,Good,Moderate
Poland,Gostyn,84,1,Good,,Good,1,GO,84,Moderate,185.4575106,5.321812792,Good,Moderate
India,Nuzvid,113,1,Good,35,Good,1,GO,113,Unhealthy for Sensitive Groups,289.3947982,6.622959506,Good,Unhealthy for Sensitive Groups
Germany,Bad Soden Salmunster,67,1,Good,38,Good,4,GO,67,Moderate,183.4907306,15.65316452,Good,Moderate
India,Jarwal,301,3,Good,153,Unhealthy,2,,301,Hazardous,760.5100123,2.816030107,Unhealthy,Hazardous
India,Barh,167,4,Good,,Unhealthy for Sensitive Groups,1,GO,167,Unhealthy,418.4071756,4.753949683,Unhealthy for Sensitive Groups,Unhealthy
Russian Federation,Neftegorsk,45,1,Good,45,Good,0,GO,10,Good,43.63545947,-0.773835472,Good,Good
United States of America,Grand Island,52,1,Good,31,Good,2,GO,52,Moderate,142.9756562,4.666760948,Good,Moderate
Germany,Apolda,32,0,Good,28,Good,2,GO,32,Good,86.53547976,10.70834512,Good,Good
Colombia,Pivijay,111,2,Good,10,Good,8,GO,111,Unhealthy for Sensitive Groups,269.4327703,19.36742911,Good,Unhealthy for Sensitive Groups
South Africa,George,97,1,Good,21,Good,0,GO,97,Moderate,232.681545,8.591586956,Good,Moderate
Turkmenistan,Murgab,103,1001.368367,Good,45,Good,0,GO,103,Unhealthy for Sensitive Groups,243.2051774,1.079185613,Good,Unhealthy for Sensitive Groups
United States of America,Mineral Wells,59,1,Good,,Good,1,GO,59,Moderate,140.510486,3.585390058,Good,Moderate
India,Sendhwa,152,0,Good,33,Good,0,GO,152,Unhealthy,389.7439107,-3.036289585,Good,Unhealthy
Kazakhstan,Atyrau,43,1,Good,39,Good,0,,43,Good,99.41179601,-0.404763648,Good,Good
India,New Delhi,174,3,Good,156,Unhealthy,3,GO,174,Unhealthy,444.7884757,6.655322846,Unhealthy,Unhealthy
Germany,Augsburg,64,1,Good,35,Good,3,GO,64,Moderate,159.8823644,14.5342191,Good,Moderate
Angola,Malanje,68,1,Good,21,Good,1,GO,68,Moderate,172.5597165,10.7577617,Good,Moderate
India,Partur,103,1,Good,31,Good,0,GO,103,Unhealthy for Sensitive Groups,259.0322842,-0.237885894,Good,Unhealthy for Sensitive Groups
Italy,Policoro,46,1,Good,46,Good,0,GO,14,Good,38.8767195,-3.400287377,Good,Good
Mexico,Manuel Doblado,56,1,Good,25,Good,3,GO,56,Moderate,154.7046264,0.829732477,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Eastleigh,37,0,Good,29,Good,2,GO,37,Good,106.589375,1.462144877,Good,Good
Colombia,Ibague,78,2,Good,2,Good,5,GO,78,Moderate,200.5847707,12.06674638,Good,Moderate
India,Makum,51,2,Good,24,Good,1,GO,51,Moderate,128.8226442,-3.939036582,Good,Moderate
Madagascar,Antsohihy,15,1,Good,15,Good,0,GO,14,Good,39.67518964,1.921308089,Good,Good
Belgium,Sint Niklaas,37,0,Good,27,Good,4,GO,37,Good,94.55235926,12.84622225,Good,Good
Benin,Beterou,54,1,Good,18,Good,0,GO,54,Moderate,114.6775391,3.644926395,Good,Moderate
Italy,Priverno,40,1,Good,40,Good,2,GO,21,Good,62.07772866,-1.018977223,Good,Good
Brazil,Jardinopolis,54,1,Good,,Good,2,GO,54,Moderate,135.6486125,9.52189785,Good,Moderate
India,Gangtok,31,1,Good,28,Good,0,GO,31,Good,96.73953846,8.93749166,Good,Good
United States of America,Ammon,49,1,Good,14,Good,5,GO,49,Good,106.2991278,4.402584799,Good,Good
Nicaragua,Quilali,30,1,Good,19,Good,0,GO,30,Good,93.42795315,4.046622372,Good,Good
Indonesia,Slawi,92,2,Good,86,Moderate,1,GO,92,Moderate,224.3911574,4.694730272,Moderate,Moderate
United States of America,Evans,70,2,Good,8,Good,13,GO,70,Moderate,179.1244645,19.84698141,Good,Moderate
Democratic Republic of the Congo,Bulungu,372,35,Good,37,Good,13,GO,372,Hazardous,946.7067879,27.56477957,Good,Hazardous
Mexico,Calimaya,70,1,Good,7,Good,9,GO,70,Moderate,191.9553139,22.06633107,Good,Moderate
Philippines,Bambang,53,1,Good,26,Good,0,GO,53,Moderate,126.4513721,12.97506015,Good,Moderate
Mexico,San Julian,54,1,Good,30,Good,0,GO,54,Moderate,149.8268314,-3.01069189,Good,Moderate
Canada,Petawawa,29,1,Good,23,Good,1,GO,29,Good,95.55416846,2.024837946,Good,Good
Ecuador,Montalvo,48,1,Good,22,Good,2,,48,Good,109.930777,8.384613176,Good,Good
United States of America,Massapequa Park,68,2,Good,16,Good,23,GO,68,Moderate,175.0572128,40.43872125,Good,Moderate
Philippines,Iriga,58,1,Good,26,Good,0,GO,58,Moderate,157.645996,-1.885529059,Good,Moderate
Russian Federation,Kaltan,35,1,Good,,Good,1,GO,28,Good,70.56736535,1.058924657,Good,Good
South Africa,Ventersburg,156,8,Good,4,Good,13,GO,156,Unhealthy,408.0975717,17.98955246,Good,Unhealthy
,Mtwara,29,0,Good,20,Good,0,GO,29,Good,64.99783974,-2.576197143,Good,Good
Spain,Santa Cruz De La Palma,38,0,Good,38,Good,0,GO,14,Good,33.53642463,6.237734944,Good,Good
France,Douai,50,1,Good,24,Good,4,GO,50,Good,126.734634,10.66645269,Good,Good
India,Ingraj Bazar,83,2,Good,83,Moderate,1,GO,78,Moderate,196.3837189,-0.580116522,Moderate,Moderate
Philippines,Dagupan,53,0,Good,24,Good,1,,53,Moderate,134.775731,9.815886216,Good,Moderate
Belgium,Buggenhout,37,1,Good,28,Good,3,GO,37,Good,97.30319246,10.14699417,Good,Good
Philippines,Taloc,67,2,Good,,Good,2,GO,67,Moderate,168.8980209,2.192985001,Good,Moderate
Poland,Deblin,44,1,Good,,Good,0,GO,35,Good,87.16862732,-0.28626721,Good,Good
United States of America,Haddonfield,70,1,Good,38,Good,5,GO,70,Moderate,164.3064366,17.56821523,Good,Moderate
Tunisia,Subaytilah,68,1,Good,47,Good,0,GO,68,Moderate,166.6911734,-3.042843533,Good,Moderate
Japan,Himi,104,2,Good,35,Good,13,GO,104,Unhealthy for Sensitive Groups,277.7444023,20.19525549,Good,Unhealthy for Sensitive Groups
Canada,Barrie,38,1,Good,25,Good,3,GO,38,Good,108.0233278,9.067022183,Good,Good
United States of America,Nanuet,60,1,Good,25,Good,11,,60,Moderate,163.9670778,23.6091291,Good,Moderate
,Hambantota,53,1,Good,17,Good,2,GO,53,Moderate,130.3116761,-3.381581824,Good,Moderate
Poland,Dabrowa Gornicza,59,1,Good,44,Good,1,GO,59,Moderate,155.1386602,5.483057604,Good,Moderate
,Kanda,37,1,Good,37,Good,2,,31,Good,97.24482007,7.838506739,Good,Good
United States of America,Beloit,55,1001.368367,Good,28,Good,8,GO,55,Moderate,140.2606058,20.96696012,Good,Moderate
Syrian Arab Republic,Darayya,166,1,Good,58,Moderate,1,GO,166,Unhealthy,424.11953,12.41116155,Moderate,Unhealthy
Germany,Olbernhau,39,1001.368367,Good,24,Good,3,GO,39,Good,131.1840306,7.956792478,Good,Good
Russian Federation,Severomorsk,27,1001.368367,Good,27,Good,0,,19,Good,56.11914271,4.243614447,Good,Good
India,Kachhwa,187,2,Good,,Unhealthy for Sensitive Groups,1,GO,187,Unhealthy,474.6915033,-6.012147564,Unhealthy for Sensitive Groups,Unhealthy
Japan,Iwakura,130,1001.368367,Good,6,Good,24,GO,130,Unhealthy for Sensitive Groups,345.4981861,48.41640436,Good,Unhealthy for Sensitive Groups
Russian Federation,Karabudakhkent,69,1,Good,42,Good,0,GO,69,Moderate,180.171363,9.223149174,Good,Moderate
Kazakhstan,Zhanaozen,110,1,Good,39,Good,0,GO,110,Unhealthy for Sensitive Groups,276.9565513,3.367293248,Good,Unhealthy for Sensitive Groups
Brazil,Princesa Isabel,24,0,Good,,Good,0,GO,24,Good,56.23302914,-4.031503516,Good,Good
India,Dabwali,500,1,Good,43,Good,1,GO,481,Hazardous,1213.967439,4.535447909,Good,Hazardous
Germany,Weinheim,64,1,Good,59,Moderate,0,GO,64,Moderate,171.7688282,-1.687450008,Moderate,Moderate
Poland,Szprotawa,32,1,Good,27,Good,1,GO,32,Good,94.08311041,2.008947514,Good,Good
Germany,Dessau,40,0,Good,32,Good,1,GO,40,Good,99.30851801,7.320542715,Good,Good
Turkey,Erzincan,55,0,Good,34,Good,0,GO,55,Moderate,121.5630255,0.94645965,Good,Moderate
Japan,Hashimoto,63,1,Good,27,Good,6,GO,63,Moderate,164.9322157,18.95424089,Good,Moderate
Russian Federation,Dugulubgey,46,1,Good,44,Good,1,GO,46,Good,114.0775562,-5.73273052,Good,Good
France,Lons,36,1,Good,,Good,1,,25,Good,59.05322737,-2.655024562,Good,Good
Germany,Sankt Ingbert,41,1,Good,39,Good,2,GO,41,Good,117.7581953,3.515921798,Good,Good
United States of America,Sedona,30,1,Good,25,Good,2,,30,Good,78.27968638,6.947485549,Good,Good
Brazil,Bom Conselho,35,0,Good,,Good,2,GO,35,Good,105.9203533,5.854500444,Good,Good
Italy,Francavilla Fontana,78,1,Good,44,Good,3,GO,78,Moderate,176.9798782,1.116144412,Good,Moderate
Pakistan,Jatoi,186,2,Good,47,Good,3,GO,186,Unhealthy,462.243934,1.424908265,Good,Unhealthy
Romania,Slatina,49,1,Good,,Good,0,GO,42,Good,108.3174087,1.837793856,Good,Good
China,Nangong,145,4,Good,49,Good,21,GO,145,Unhealthy for Sensitive Groups,372.6012436,37.28113927,Good,Unhealthy for Sensitive Groups
Germany,Ober Ramstadt,63,1,Good,41,Good,3,GO,63,Moderate,170.06727,4.925364397,Good,Moderate
United States of America,Glenview,62,2,Good,24,Good,19,,62,Moderate,187.2191215,28.66077018,Good,Moderate
Mexico,Yurecuaro,49,1,Good,6,Good,5,GO,49,Good,123.7683376,10.86703738,Good,Good
Russian Federation,Starominskaya,38,1,Good,38,Good,1,GO,4,Good,-3.665399514,12.61768751,Good,Good
Italy,Barberino Di Mugello,67,1,Good,,Good,2,GO,67,Moderate,162.4296914,1.974276754,Good,Moderate
Mexico,Las Guacamayas,17,0,Good,17,Good,0,GO,9,Good,29.06898741,9.196560882,Good,Good
Brazil,Tramandai,20,0,Good,19,Good,1,GO,20,Good,73.41878002,-5.335515146,Good,Good
China,Tongzhou,198,5,Good,198,Unhealthy,6,GO,157,Unhealthy,407.3786158,14.0220638,Unhealthy,Unhealthy
Russian Federation,Nizhnekamsk,36,1,Good,36,Good,1,GO,34,Good,82.20980578,8.602965751,Good,Good
United States of America,Providence,34,1,Good,24,Good,7,GO,34,Good,89.58708638,19.12460075,Good,Good
Germany,Werdohl,34,1,Good,,Good,1,GO,26,Good,64.69988696,11.12231256,Good,Good
Iran (Islamic Republic of),Ramshir,140,1,Good,117,Unhealthy for Sensitive Groups,0,GO,140,Unhealthy for Sensitive Groups,361.8341723,-0.2438375,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Mexico,Tlaquiltenango,172,3,Good,12,Good,19,GO,172,Unhealthy,453.9557477,33.06371004,Good,Unhealthy
Iran (Islamic Republic of),Varamin,140,2,Good,140,Unhealthy for Sensitive Groups,3,GO,131,Unhealthy for Sensitive Groups,343.4024428,7.047563368,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Brazil,Feira Nova,51,1,Good,12,Good,4,GO,51,Moderate,149.7754317,10.00310913,Good,Moderate
Germany,Eichenzell,69,1,Good,38,Good,2,GO,69,Moderate,171.9250821,8.067942429,Good,Moderate
Guatemala,Nebaj,71,2,Good,3,Good,6,GO,71,Moderate,185.6324169,15.90208742,Good,Moderate
,Kota Kinabalu,47,2,Good,14,Good,3,GO,47,Good,132.385261,7.176772293,Good,Good
India,Mairang,36,1001.368367,Good,,Good,1,GO,36,Good,102.9363929,-0.599267216,Good,Good
United States of America,Ironton,71,2,Good,43,Good,5,GO,71,Moderate,187.9286372,10.80586136,Good,Moderate
Russian Federation,Kargopol,31,1,Good,,Good,0,GO,17,Good,45.19133626,3.339843996,Good,Good
Italy,Vimercate,33,1,Good,33,Good,3,GO,32,Good,84.25650485,9.623454226,Good,Good
United States of America,West Bend,54,2,Good,26,Good,12,GO,54,Moderate,131.648571,20.27301118,Good,Moderate
Republic of North Macedonia,Ohrid,42,1,Good,41,Good,0,GO,42,Good,111.8334201,-0.751767939,Good,Good
,Ocean City,71,1,Good,40,Good,4,,71,Moderate,189.7001353,8.645535014,Good,Moderate
Japan,Fuchu,71,1,Good,71,Moderate,3,GO,49,Good,131.2114587,9.049849625,Moderate,Moderate
Ukraine,Brovary,56,1,Good,38,Good,1,GO,56,Moderate,141.4261234,-3.494949402,Good,Moderate
Burundi,Karuzi,45,1,Good,20,Good,0,GO,45,Good,114.9711993,4.128503107,Good,Good
Iran (Islamic Republic of),Lar,105,1,Good,,Good,0,,105,Unhealthy for Sensitive Groups,264.2397647,2.840507306,Good,Unhealthy for Sensitive Groups
United States of America,Troutdale,55,2,Good,,Good,8,GO,55,Moderate,127.475754,6.791777585,Good,Moderate
Portugal,Sao Bras De Alportel,37,1,Good,33,Good,2,GO,37,Good,105.9843088,4.019685142,Good,Good
Thailand,Chum Phae,43,0,Good,25,Good,0,GO,43,Good,116.8966972,6.443733608,Good,Good
Russian Federation,Belaya Kalitva,37,1,Good,37,Good,0,GO,17,Good,49.98934612,-5.668503395,Good,Good
United States of America,Burr Ridge,78,2,Good,11,Good,27,GO,78,Moderate,201.3556342,48.77879339,Good,Moderate
Slovakia,Prievidza,75,1,Good,42,Good,0,GO,75,Moderate,205.8511267,-2.476116308,Good,Moderate
Finland,Kuusamo,24,1001.368367,Good,24,Good,0,GO,3,Good,2.564104844,2.439150653,Good,Good
Spain,Alcala De Guadaira,29,0,Good,29,Good,1,GO,15,Good,27.92695231,3.248868034,Good,Good
Thailand,Sing Buri,32,0,Good,26,Good,0,GO,32,Good,77.78262447,-0.750724492,Good,Good
Brazil,Belo Jardim,26,0,Good,15,Good,1,GO,26,Good,71.57517497,7.685284492,Good,Good
Poland,Lubon,85,1,Good,33,Good,2,GO,85,Moderate,203.5570225,3.750653785,Good,Moderate
Indonesia,Bitung,28,0,Good,15,Good,0,GO,28,Good,76.78669775,-4.54923396,Good,Good
Japan,Zushi,67,1,Good,39,Good,7,GO,67,Moderate,175.6825525,17.05914359,Good,Moderate
Japan,Hasuda,45,1,Good,44,Good,4,GO,45,Good,123.1721791,2.469526756,Good,Good
Czechia,Melnik,62,1,Good,30,Good,4,GO,62,Moderate,169.5376026,5.468836811,Good,Moderate
Bulgaria,Provadija,42,1,Good,40,Good,1,,42,Good,120.8237871,0.687864338,Good,Good
United States of America,Cabot,58,1,Good,25,Good,4,GO,58,Moderate,123.8453104,7.557393412,Good,Moderate
Thailand,Nakhon Phanom,59,0,Good,28,Good,0,GO,59,Moderate,168.6652165,0.754346626,Good,Moderate
Germany,Oberhaching,67,1,Good,64,Moderate,0,GO,67,Moderate,163.6541105,3.039223005,Moderate,Moderate
Mexico,Guasave,35,1,Good,22,Good,1,GO,35,Good,83.89586635,6.491146559,Good,Good
Guatemala,Malacatan,102,3,Good,12,Good,10,GO,102,Unhealthy for Sensitive Groups,257.2627075,20.38596017,Good,Unhealthy for Sensitive Groups
Iran (Islamic Republic of),Kamyaran,127,1,Good,43,Good,0,GO,127,Unhealthy for Sensitive Groups,322.4232594,9.020637879,Good,Unhealthy for Sensitive Groups
Chile,Punta Arenas,17,0,Good,17,Good,0,GO,3,Good,20.0892859,3.259894055,Good,Good
Guatemala,Retalhuleu,100,3,Good,10,Good,10,GO,100,Unhealthy for Sensitive Groups,244.9430491,13.79605611,Good,Unhealthy for Sensitive Groups
Azerbaijan,Xacmaz,56,1,Good,,Good,0,GO,56,Moderate,150.2102869,-9.641059508,Good,Moderate
Russian Federation,Noginsk,63,1001.368367,Good,20,Good,10,GO,63,Moderate,173.2559491,21.75360643,Good,Moderate
India,Hansi,500,1,Good,55,Moderate,0,GO,464,Hazardous,1174.243574,3.408174019,Moderate,Hazardous
Germany,Delitzsch,41,1,Good,30,Good,2,,41,Good,102.400855,9.731479431,Good,Good
Brazil,Sao Jose Dos Pinhais,37,1,Good,16,Good,1,GO,37,Good,101.9337598,4.013770782,Good,Good
Brazil,Cacu,48,1,Good,,Good,0,GO,48,Good,133.8239709,-0.480385862,Good,Good
Indonesia,Tomohon,24,1,Good,16,Good,0,GO,24,Good,60.59097811,-0.476404744,Good,Good
China,Liyang,163,4,Good,46,Good,14,,163,Unhealthy,429.8388314,23.34889747,Good,Unhealthy
Russian Federation,Solikamsk,32,1,Good,32,Good,0,GO,16,Good,37.48973193,9.59827417,Good,Good
Cuba,Madruga,49,1,Good,19,Good,2,GO,49,Good,147.2234448,2.916067644,Good,Good
Kenya,Kisumu,150,10,Good,28,Good,6,,150,Unhealthy,375.302702,19.02504524,Good,Unhealthy
Indonesia,Krian,161,3,Good,137,Unhealthy for Sensitive Groups,1,GO,161,Unhealthy,420.0773847,1.2156227,Unhealthy for Sensitive Groups,Unhealthy
India,Okha,151,0,Good,27,Good,0,GO,151,Unhealthy,373.6336083,-1.360091895,Good,Unhealthy
United States of America,Lake Saint Louis,82,2,Good,7,Good,21,GO,82,Moderate,238.740827,36.74354562,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Galashiels,25,1,Good,,Good,3,GO,23,Good,81.46792983,9.355407547,Good,Good
Libya,Waddan,176,1,Good,39,Good,0,GO,176,Unhealthy,436.7606451,-4.443709478,Good,Unhealthy
Japan,Sakurai,40,1,Good,40,Good,2,GO,34,Good,76.19898542,2.773063954,Good,Good
France,Niort,32,0,Good,32,Good,1,GO,18,Good,41.53038652,7.64693379,Good,Good
Italy,Cazzago San Martino,69,1,Good,33,Good,3,GO,69,Moderate,174.297022,18.10895912,Good,Moderate
Italy,Cardito,63,1,Good,63,Moderate,3,,58,Moderate,142.2262852,5.240335153,Moderate,Moderate
